12:22:05.018 -> -0.27,0.02,0.97,5.98,1.89,-0.43
12:22:24.821 -> -0.40,0.12,0.92,-7.57,2.08,-1.83
12:22:24.918 -> -0.43,0.13,0.97,-2.75,1.28,-1.10
12:22:25.014 -> -0.47,0.13,0.95,1.89,2.87,1.89
12:22:25.109 -> -0.45,0.12,0.91,-8.79,-14.16,-5.49
12:22:25.204 -> -0.34,0.28,0.87,25.82,-20.57,-10.19
12:22:25.300 -> -0.20,0.12,0.90,12.94,-25.70,-21.67
12:22:25.395 -> -0.10,0.14,0.95,13.12,-30.15,-17.70
12:22:25.534 -> -0.01,0.18,1.00,9.28,-19.65,-12.33
12:22:25.631 -> 0.05,0.24,0.99,-4.03,0.73,-2.81
12:22:25.728 -> 0.02,0.19,0.98,-3.85,20.02,13.85
12:22:25.824 -> -0.12,0.16,0.98,-4.03,37.84,23.86
12:22:25.920 -> -0.29,0.24,0.94,-7.45,30.82,16.42
12:22:26.015 -> -0.40,0.19,0.91,-14.65,18.92,2.56
12:22:26.111 -> -0.44,0.10,0.88,-20.87,10.50,-7.69
12:22:26.207 -> -0.52,0.06,0.91,0.31,0.92,-2.87
12:22:26.337 -> -0.46,0.09,0.93,3.36,1.28,1.34
12:22:26.432 -> -0.44,0.11,0.89,-1.53,3.17,3.97
12:22:26.529 -> -0.48,0.10,0.89,7.51,-4.09,4.52
12:22:26.624 -> -0.47,0.14,0.92,-28.14,-19.53,-4.03
12:22:26.721 -> -0.36,0.13,0.92,10.99,-22.71,-8.18
12:22:26.817 -> -0.23,0.11,0.95,28.26,-28.44,-17.27
12:22:26.913 -> -0.15,0.30,0.86,18.62,-31.80,-21.97
12:22:27.009 -> -0.02,0.23,0.95,22.03,-23.32,-19.17
12:22:27.106 -> 0.04,0.23,0.97,-3.36,-7.51,-9.70
12:22:27.202 -> 0.05,0.23,0.96,-11.78,10.68,7.20
12:22:27.297 -> 0.03,0.21,1.02,7.20,29.42,20.32
12:22:27.393 -> -0.11,0.18,0.99,-19.96,42.48,22.09
12:22:27.495 -> -0.27,0.20,0.91,-15.69,34.00,19.71
12:22:27.638 -> -0.47,0.16,0.88,-10.13,15.14,8.42
12:22:27.734 -> -0.45,0.13,0.95,4.52,7.45,1.28
12:22:27.830 -> -0.49,0.15,0.92,-1.71,8.18,1.04
12:22:27.926 -> -0.50,0.13,0.87,-7.45,-1.77,0.37
12:22:28.021 -> -0.38,0.12,0.88,-3.85,0.12,3.85
12:22:28.118 -> -0.51,0.16,0.86,-6.96,-9.83,3.17
12:22:28.215 -> -0.41,0.19,0.92,12.21,-27.59,-8.42
12:22:28.309 -> -0.27,0.17,0.92,15.01,-40.71,-25.02
12:22:28.403 -> -0.06,0.25,0.96,38.39,-41.08,-24.72
12:22:28.497 -> 0.01,0.26,0.99,14.83,-20.57,-16.72
12:22:28.613 -> 0.01,0.31,0.95,8.18,-4.82,-5.49
12:22:28.710 -> 0.01,0.24,0.95,-25.02,20.51,7.51
12:22:28.807 -> -0.01,0.23,0.90,-29.60,40.10,27.83
12:22:28.903 -> -0.11,0.28,0.93,1.40,38.88,38.33
12:22:28.998 -> -0.32,0.21,0.93,-26.00,35.52,10.56
12:22:29.093 -> -0.44,0.15,0.93,-21.48,23.86,-6.96
12:22:29.238 -> -0.59,0.09,0.90,-7.20,10.74,-6.84
12:22:29.334 -> -0.51,0.12,0.90,0.67,5.43,-2.14
12:22:29.429 -> -0.45,0.11,0.86,-1.46,2.69,-1.89
12:22:29.499 -> -0.50,0.10,0.87,3.78,-6.29,0.06
12:22:29.594 -> -0.57,0.17,0.88,-8.67,-18.68,-2.75
12:22:29.739 -> -0.47,0.07,0.93,-2.44,-32.53,-8.79
12:22:29.834 -> -0.30,0.07,0.95,21.18,-36.25,-15.08
12:22:29.931 -> -0.15,0.14,0.93,11.05,-32.59,-29.60
12:22:30.028 -> -0.01,0.10,0.97,30.33,-30.03,-17.21
12:22:30.124 -> 0.01,0.22,0.97,12.63,-17.94,-10.80
12:22:30.221 -> 0.07,0.30,0.96,-6.16,2.08,1.28
12:22:30.317 -> 0.03,0.24,0.95,-17.40,21.79,14.65
12:22:30.412 -> -0.07,0.22,0.96,-12.51,30.52,18.86
12:22:30.507 -> -0.18,0.08,0.98,-52.55,30.58,17.15
12:22:30.601 -> -0.25,0.07,0.93,-22.77,36.07,13.24
12:22:30.697 -> -0.46,0.03,0.89,-13.00,23.38,0.49
12:22:30.793 -> -0.48,0.01,0.93,5.49,18.25,-1.83
12:22:30.937 -> -0.51,0.00,0.90,8.00,11.66,2.26
12:22:31.033 -> -0.49,0.04,0.87,5.74,-3.30,3.30
12:22:31.129 -> -0.41,0.03,0.89,0.06,-3.66,-3.30
12:22:31.225 -> -0.49,0.01,0.90,-3.05,-4.33,0.18
12:22:31.321 -> -0.57,0.11,0.90,6.29,-14.22,-4.76
12:22:31.415 -> -0.44,0.01,0.93,6.04,-32.47,-10.31
12:22:31.502 -> -0.23,0.04,0.94,18.07,-38.27,-15.32
12:22:31.598 -> -0.06,0.17,0.99,4.21,-37.11,-23.32
12:22:31.694 -> -0.04,0.08,0.97,27.04,-29.66,-23.99
12:22:31.837 -> 0.02,0.12,1.00,13.18,-19.65,-18.62
12:22:31.934 -> 0.04,0.20,0.97,6.47,-7.26,-8.91
12:22:32.030 -> 0.07,0.14,1.00,5.49,8.97,12.39
12:22:32.125 -> 0.07,0.15,1.01,-25.09,28.08,23.62
12:22:32.220 -> 0.01,0.05,0.99,-39.12,42.05,29.91
12:22:32.302 -> -0.16,0.10,0.98,-14.34,50.66,27.10
12:22:32.440 -> -0.32,0.03,0.93,-13.18,32.29,17.64
12:22:32.535 -> -0.47,-0.05,0.93,-6.23,6.23,8.73
12:22:32.630 -> -0.54,-0.01,0.93,-3.72,-3.36,-7.63
12:22:32.726 -> -0.54,-0.02,1.00,-1.65,3.97,1.40
12:22:32.820 -> -0.40,0.05,0.92,5.92,-3.36,1.46
12:22:32.916 -> -0.44,0.05,0.92,4.39,-3.17,0.73
12:22:33.012 -> -0.51,0.05,0.93,2.01,-13.92,-4.27
12:22:33.109 -> -0.39,0.03,0.95,-1.53,-21.73,-10.01
12:22:33.204 -> -0.27,0.01,0.96,8.73,-22.52,-16.78
12:22:33.300 -> -0.14,0.08,0.95,22.52,-19.17,-21.42
12:22:33.396 -> -0.06,0.13,0.92,12.27,-16.85,-19.96
12:22:33.498 -> 0.00,0.15,0.98,12.27,-11.11,-11.41
12:22:33.593 -> 0.02,0.17,0.99,-7.45,7.08,2.20
12:22:33.726 -> -0.02,0.14,0.99,-3.36,21.67,16.48
12:22:33.822 -> -0.07,0.11,0.99,-4.39,32.71,31.01
12:22:33.918 -> -0.27,0.15,0.94,-4.27,26.86,20.08
12:22:34.015 -> -0.50,0.13,0.92,-6.59,14.83,-6.29
12:22:34.111 -> -0.51,0.05,0.93,3.97,4.52,-14.77
12:22:34.208 -> -0.37,0.07,0.92,-5.31,5.13,-7.14
12:22:34.306 -> -0.51,0.08,0.90,-6.53,2.50,-1.95
12:22:34.402 -> -0.48,0.08,0.96,9.28,-1.10,4.46
12:22:34.499 -> -0.51,0.11,0.90,-7.87,0.24,4.09
12:22:34.596 -> -0.46,0.07,0.87,-24.48,-13.79,-4.15
12:22:34.740 -> -0.34,-0.02,0.92,6.35,-23.56,-9.16
12:22:34.835 -> -0.20,0.08,0.94,17.15,-31.49,-16.85
12:22:34.932 -> -0.07,0.15,0.97,21.55,-26.86,-17.76
12:22:35.027 -> -0.03,0.21,0.98,21.97,-19.10,-10.13
12:22:35.123 -> -0.01,0.22,0.99,-1.22,-7.02,-7.57
12:22:35.219 -> 0.03,0.20,1.00,-3.17,7.08,5.92
12:22:35.315 -> 0.08,0.20,0.99,-12.51,27.83,19.10
12:22:35.412 -> -0.07,0.14,0.96,-22.16,42.42,24.05
12:22:35.513 -> -0.32,0.10,0.94,-7.02,28.75,10.68
12:22:35.609 -> -0.39,0.03,0.97,-0.18,10.68,-3.23
12:22:35.705 -> -0.47,0.06,0.93,5.55,6.59,-6.84
12:22:35.802 -> -0.50,0.06,0.89,1.71,2.93,-6.90
12:22:35.898 -> -0.43,0.08,0.90,2.56,-0.31,-2.56
12:22:35.995 -> -0.42,0.06,0.90,0.31,-2.14,3.72
12:22:36.138 -> -0.52,0.11,0.93,7.02,-8.61,10.62
12:22:36.233 -> -0.46,0.13,0.95,-2.26,-18.37,0.67
12:22:36.339 -> -0.32,0.06,0.94,6.71,-27.77,-4.94
12:22:36.434 -> -0.15,0.14,0.95,34.24,-31.56,-12.82
12:22:36.530 -> 0.01,0.23,0.97,11.90,-28.56,-18.31
12:22:36.626 -> 0.05,0.28,0.96,1.10,-8.97,-4.46
12:22:36.721 -> 0.05,0.28,0.96,-14.77,5.80,2.99
12:22:36.807 -> 0.03,0.22,0.99,2.99,24.17,17.40
12:22:36.904 -> -0.07,0.27,0.96,15.81,40.22,22.95
12:22:36.999 -> -0.24,0.25,0.94,-19.96,32.53,12.51
12:22:37.094 -> -0.33,0.25,0.91,-15.56,19.29,-1.40
12:22:37.235 -> -0.36,0.16,0.92,-3.85,8.48,-6.23
12:22:37.318 -> -0.37,0.12,0.92,-6.96,8.12,-6.71
12:22:37.414 -> -0.44,0.10,0.91,-8.18,5.43,-1.40
12:22:37.509 -> -0.51,0.17,0.94,-1.71,-0.43,-2.38
12:22:37.638 -> -0.47,0.15,0.89,-3.72,-4.64,-5.55
12:22:37.734 -> -0.44,0.03,0.90,-25.76,-19.35,-6.71
12:22:37.830 -> -0.33,0.03,0.95,4.82,-23.01,-3.42
12:22:37.927 -> -0.24,0.10,0.93,15.32,-24.48,-10.01
12:22:38.023 -> -0.15,0.14,0.93,6.59,-31.74,-24.41
12:22:38.119 -> 0.00,0.20,0.99,25.51,-27.65,-21.67
12:22:38.216 -> 0.00,0.21,0.98,8.48,-11.72,-11.84
12:22:38.312 -> 0.04,0.28,0.96,8.36,6.65,5.92
12:22:38.409 -> 0.03,0.25,0.95,-10.99,18.31,10.19
12:22:38.505 -> -0.07,0.20,0.97,-12.57,18.43,9.95
12:22:38.600 -> -0.13,0.19,1.03,-2.20,24.48,12.02
12:22:38.696 -> -0.27,0.15,0.93,-12.45,26.49,7.39
12:22:38.792 -> -0.38,0.15,0.90,-8.36,19.23,3.85
12:22:38.934 -> -0.38,0.15,0.91,-1.40,10.62,0.73
12:22:39.029 -> -0.35,0.17,0.92,-1.89,7.32,-3.42
12:22:39.125 -> -0.44,0.14,0.91,-0.61,4.15,-5.00
12:22:39.221 -> -0.50,0.13,0.93,5.68,-3.97,0.12
12:22:39.316 -> -0.48,0.15,0.89,-2.69,-6.71,2.08
12:22:39.413 -> -0.37,0.12,0.91,-0.31,-16.66,0.73
12:22:39.508 -> -0.25,0.14,0.94,8.00,-18.92,-2.44
12:22:39.592 -> -0.17,0.18,0.95,9.22,-17.09,-6.65
12:22:39.736 -> -0.14,0.21,0.93,5.80,-16.85,-8.79
12:22:39.832 -> -0.08,0.24,0.96,16.85,-11.29,-5.55
12:22:39.928 -> -0.06,0.26,0.95,2.81,-7.51,-6.10
12:22:40.024 -> -0.03,0.26,0.96,-6.53,2.75,-1.83
12:22:40.118 -> -0.11,0.22,0.96,2.14,2.99,3.97
12:22:40.213 -> -0.16,0.28,0.96,3.48,3.05,-1.59
12:22:40.308 -> -0.14,0.24,0.96,-0.24,4.70,-6.84
12:22:40.401 -> -0.07,0.19,0.88,-13.73,12.88,-7.87
12:22:40.495 -> -0.18,0.18,0.91,-9.52,5.55,4.58
12:22:40.639 -> -0.25,0.23,0.99,8.24,10.31,6.59
12:22:40.734 -> -0.31,0.17,1.02,-4.21,16.24,6.10
12:22:40.830 -> -0.27,0.18,0.99,-11.05,26.92,8.61
12:22:40.925 -> -0.41,0.20,0.87,-7.20,15.01,10.99
12:22:41.021 -> -0.46,0.22,0.87,0.85,3.36,7.39
12:22:41.117 -> -0.41,0.21,0.90,-0.55,1.65,-1.40
12:22:41.213 -> -0.39,0.20,0.89,1.65,-2.01,-0.06
12:22:41.335 -> -0.40,0.21,0.88,-17.27,-13.61,-5.19
12:22:41.430 -> -0.32,0.14,0.95,4.46,-17.88,-5.07
12:22:41.526 -> -0.22,0.16,0.95,4.21,-14.83,-10.74
12:22:41.612 -> -0.15,0.16,0.97,2.14,-8.48,-9.28
12:22:41.708 -> -0.13,0.16,0.97,1.22,-2.44,-4.09
12:22:41.802 -> -0.17,0.18,0.99,3.78,1.04,1.40
12:22:41.896 -> -0.23,0.21,0.98,7.87,4.21,1.95
12:22:42.039 -> -0.27,0.22,0.95,10.31,2.69,-3.11
12:22:42.133 -> -0.25,0.21,0.92,8.42,-7.32,-8.00
12:22:42.228 -> -0.10,0.22,0.94,-2.14,0.37,-5.86
12:22:42.324 -> -0.11,0.22,0.91,-11.84,10.07,-0.31
12:22:42.417 -> -0.09,0.21,0.94,-9.89,14.40,4.09
12:22:42.514 -> -0.23,0.18,0.95,-8.24,13.55,3.66
12:22:42.609 -> -0.29,0.18,0.96,-9.70,14.10,-6.65
12:22:42.704 -> -0.44,0.12,0.91,-7.20,6.96,-15.32
12:22:42.800 -> -0.51,0.07,0.93,3.85,-4.88,-12.02
12:22:42.896 -> -0.51,0.09,0.95,2.38,-3.30,-3.42
12:22:43.040 -> -0.50,0.06,0.90,1.77,-0.49,6.16
12:22:43.135 -> -0.42,0.12,0.90,-6.04,-12.21,6.10
12:22:43.231 -> -0.32,0.12,0.95,5.43,-17.70,2.50
12:22:43.326 -> -0.21,0.16,0.95,15.87,-19.04,-5.31
12:22:43.426 -> -0.15,0.22,0.94,16.60,-18.98,-12.82
12:22:43.522 -> -0.09,0.20,0.95,5.07,-15.93,-15.32
12:22:43.607 -> -0.05,0.23,0.97,2.01,-11.23,-9.40
12:22:43.703 -> -0.03,0.26,0.97,-2.01,-1.22,-0.79
12:22:43.800 -> -0.06,0.26,0.95,-3.17,7.45,6.41
12:22:43.896 -> -0.08,0.22,0.97,-3.91,13.67,9.52
12:22:43.992 -> -0.10,0.22,0.96,-9.52,24.96,13.98
12:22:44.137 -> -0.25,0.19,0.99,-6.29,22.22,15.20
12:22:44.233 -> -0.35,0.20,0.94,-7.57,18.25,8.79
12:22:44.330 -> -0.37,0.18,0.94,0.79,10.19,4.88
12:22:44.420 -> -0.35,0.18,0.93,0.61,10.01,5.49
12:22:44.516 -> -0.37,0.17,0.89,-0.73,7.93,5.74
12:22:44.613 -> -0.36,0.18,0.90,-1.28,3.78,7.20
12:22:44.708 -> -0.33,0.20,0.91,-2.38,2.01,8.30
